,row number,USRN ID,Street Name,Authority Name,Administrative area,Town,NodeCount,Node Locations,Links
11538,519939,usrn21106548,WELLESLEY ROAD,Haringey,HARINGEY,LONDON,2,"[(54.631945, -5.250284), (54.63236, -5.249937)]",['osgb4000000030357878']
11539,519940,usrn21106551,NURSERY STREET,Haringey,HARINGEY,LONDON,3,"[(54.653646, -5.240387), (54.654648, -5.240235), (54.654659, -5.240233)]",['osgb4000000030155310']
11540,519941,usrn21106552,NURSERY COURT,Haringey,HARINGEY,LONDON,2,"[(54.654659, -5.240233), (54.654865, -5.240192)]",['osgb4000000030994999']
11541,519942,usrn21106555,THE BROADWAY,Haringey,HARINGEY,LONDON,8,"[(54.631122, -5.25214), (54.631023, -5.252148), (54.631012, -5.251527), (54.630989, -5.251076), (54.630928, -5.250637), (54.630891, -5.250371), (54.630817, -5.250086), (54.630777, -5.249912)]",[]
11542,519943,usrn21106559,MULBERRY CLOSE,Haringey,HARINGEY,LONDON,4,"[(54.6235, -5.272665), (54.623419, -5.272614), (54.623386, -5.272596), (54.623126, -5.272446)]",['osgb4000000030658247']
11543,519944,usrn21106561,EDWARDS DRIVE,Haringey,HARINGEY,LONDON,4,"[(54.620102, -5.231552), (54.620169, -5.2316), (54.620174, -5.231605), (54.62037, -5.231886)]",['osgb4000000030709747']
11544,519945,usrn21106563,TOPSFIELD CLOSE,Haringey,HARINGEY,LONDON,2,"[(54.619476, -5.275572), (54.61952, -5.275818)]",['osgb4000000030603133']
11545,519946,usrn21106565,ANGLIA CLOSE,Haringey,HARINGEY,LONDON,2,"[(54.664436, -5.240394), (54.664265, -5.24038), (54.664402, -5.241322), (54.664432, -5.240533), (54.664436, -5.240394), (54.664543, -5.240417), (54.664436, -5.240394)]","['osgb4000000030254851', 'osgb4000000030427343', 'osgb4000000030463554']"
11546,519947,usrn21106566,EASTWOOD CLOSE,Haringey,HARINGEY,LONDON,2,"[(54.663214, -5.240684), (54.663447, -5.240718)]",['osgb4000000030427342']
11547,519948,usrn21106571,HIGHBANK WAY,Haringey,HARINGEY,LONDON,8,"[(54.631234, -5.281118), (54.631181, -5.280911), (54.631173, -5.280895), (54.631146, -5.280893), (54.631091, -5.280904), (54.63077, -5.281141), (54.630743, -5.281139), (54.630708, -5.281105)]",['osgb4000000030253235']
11548,519949,usrn21106573,CLEVELAND GARDENS,Haringey,HARINGEY,LONDON,8,"[(54.639296, -5.276434), (54.639304, -5.276537), (54.639321, -5.276816), (54.639326, -5.276895), (54.63933, -5.276961), (54.639334, -5.277026), (54.639339, -5.277127), (54.639393, -5.278162)]","['osgb4000000030253331', 'osgb4000000030357789', 'osgb5000005215726777']"
11549,519950,usrn21106579,VICTORIA CRESCENT,Haringey,HARINGEY,LONDON,2,"[(54.648713, -5.276665), (54.648538, -5.277147)]",['osgb4000000030426683']
11550,519951,usrn21106583,GREENFIELD DRIVE,Haringey,HARINGEY,LONDON,21,"[(54.600993, -5.265886), (54.601042, -5.265608), (54.601153, -5.265605), (54.601189, -5.265582), (54.601296, -5.265511), (54.60131, -5.265499), (54.601508, -5.265327), (54.601554, -5.265299), (54.601735, -5.265252), (54.601762, -5.265239), (54.601781, -5.265225), (54.60179, -5.26521), (54.601801, -5.265149), (54.601806, -5.264963), (54.601847, -5.26475), (54.602014, -5.263876), (54.602014, -5.263872), (54.602015, -5.263865), (54.602026, -5.263804), (54.602018, -5.263741), (54.601968, -5.263613)]","['osgb4000000030140221', 'osgb4000000030990977']"
11551,519952,usrn21106585,ELEANOR CLOSE,Haringey,HARINGEY,LONDON,5,"[(54.65375, -5.2612), (54.653384, -5.261177), (54.65436, -5.260325), (54.653902, -5.260319), (54.653856, -5.260347), (54.653829, -5.26036), (54.653801, -5.260404), (54.653781, -5.260449), (54.653772, -5.260479), (54.653761, -5.260525), (54.653748, -5.261036), (54.65375, -5.2612), (54.65396, -5.262168), (54.653808, -5.26217), (54.653742, -5.262027), (54.653743, -5.261873), (54.65375, -5.2612)]","['osgb4000000030254259', 'osgb4000000030358559', 'osgb4000000030358560']"
11552,519953,usrn21106587,SEAFORD ROAD,Haringey,HARINGEY,LONDON,11,"[(54.646168, -5.271685), (54.646614, -5.271829), (54.646988, -5.271952), (54.647825, -5.272252), (54.648448, -5.272483), (54.649588, -5.272905), (54.649921, -5.273187), (54.649969, -5.273241), (54.649991, -5.273294), (54.650037, -5.273605), (54.65012, -5.274173)]","['osgb4000000030102004', 'osgb4000000030254191', 'osgb4000000030358497']"
11553,519954,usrn21106592,CROFTS LANE,Haringey,HARINGEY,LONDON,7,"[(54.633015, -5.235848), (54.632889, -5.235849), (54.63235, -5.235856), (54.631684, -5.235865), (54.631595, -5.235876), (54.63145, -5.235893), (54.631126, -5.235898)]",['osgb4000000030154829']
11554,519955,usrn21106597,PORTLAND ROAD,Haringey,HARINGEY,LONDON,3,"[(54.652427, -5.270668), (54.652426, -5.27135), (54.65242, -5.272234)]","['osgb4000000030358508', 'osgb4000000030358509']"
11555,519956,usrn21106609,DRAPERS ROAD,Haringey,HARINGEY,LONDON,7,"[(54.654552, -5.261258), (54.654803, -5.26126), (54.654878, -5.26126), (54.655045, -5.26126), (54.655129, -5.26126), (54.655207, -5.261261), (54.655207, -5.261261)]","['osgb4000000030254258', 'osgb4000000031005515']"
11556,519957,usrn21106616,HARVEY MEWS,Haringey,HARINGEY,LONDON,6,"[(54.626889, -5.27114), (54.626817, -5.271247), (54.626735, -5.271403), (54.626658, -5.271607), (54.626523, -5.271953), (54.626507, -5.271991)]",['osgb4000000030658251']
11557,519958,usrn21106619,MAYBURY MEWS,Haringey,HARINGEY,LONDON,3,"[(54.614773, -5.288126), (54.614569, -5.288303), (54.614402, -5.28845)]",['osgb4000000030603049']
11558,519959,usrn21106626,NEWNHAM MEWS,Haringey,HARINGEY,LONDON,2,"[(54.630948, -5.240129), (54.630893, -5.23963)]",['osgb4000000030852895']
11559,519960,usrn21106627,RIDINGS CLOSE,Haringey,HARINGEY,LONDON,3,"[(54.61417, -5.291267), (54.614229, -5.291182), (54.614293, -5.291082)]",['osgb4000000030990880']
11560,519961,usrn21106629,VICARAGE MEWS,Haringey,HARINGEY,LONDON,2,"[(54.643178, -5.268545), (54.643006, -5.268593)]",[]
11561,519962,usrn21106635,CHRISTCHURCH ROAD,Haringey,HARINGEY,LONDON,14,"[(54.622169, -5.283997), (54.621858, -5.284173), (54.621695, -5.284237), (54.621577, -5.284259), (54.621433, -5.284278), (54.621154, -5.284271), (54.620705, -5.284251), (54.620606, -5.284228), (54.620598, -5.284226), (54.620527, -5.284205), (54.620482, -5.284186), (54.62043, -5.284135), (54.620395, -5.284102), (54.620307, -5.284002)]","['osgb4000000030154417', 'osgb5000005212590980']"
11562,519963,usrn21106636,FALMOUTH CLOSE,Haringey,HARINGEY,LONDON,3,"[(54.628181, -5.236753), (54.62818, -5.236641), (54.628177, -5.236382)]",['osgb4000000030852897']
11563,519964,usrn21106643,LEADALE ROAD,Haringey,HARINGEY,LONDON,5,"[(54.658103, -5.282508), (54.658391, -5.284408), (54.658393, -5.284424), (54.658689, -5.286433), (54.6588, -5.287)]","['osgb4000000030155009', 'osgb4000000030155018']"
11564,519965,usrn21106647,BARBARA HUCKLESBY CLOSE,Haringey,HARINGEY,LONDON,7,"[(54.63504, -5.254902), (54.634985, -5.254945), (54.634967, -5.254928), (54.634855, -5.254748), (54.634847, -5.254701), (54.63487, -5.254517), (54.63489, -5.254389)]",['osgb4000000030357889']
11565,519966,usrn21106649,,Haringey,HARINGEY,LONDON,8,"[(54.631175, -5.289094), (54.631075, -5.288791), (54.631068, -5.288729), (54.631069, -5.288698), (54.631078, -5.288668), (54.631097, -5.288638), (54.631473, -5.288374), (54.63173, -5.288193)]",['osgb4000000030251706']
11566,519967,usrn21106658,CHAPMANS TERRACE,Haringey,HARINGEY,LONDON,2,"[(54.637385, -5.242581), (54.637617, -5.242971)]",[]
11567,519968,usrn21106665,SOMERSET GARDENS,Haringey,HARINGEY,LONDON,2,"[(54.651045, -5.235777), (54.651047, -5.235374)]",[]
11568,519969,usrn21106667,BRIARIS CLOSE,Haringey,HARINGEY,LONDON,2,"[(54.663926, -5.2413), (54.663903, -5.242135)]",[]
11569,519970,usrn21106668,SPRING LANE,Haringey,HARINGEY,LONDON,2,"[(54.605119, -5.257546), (54.605267, -5.258627)]",['osgb4000000030357630']
11570,519971,usrn21106674,WOODVIEW CLOSE,Haringey,HARINGEY,LONDON,2,"[(54.637922, -5.287624), (54.638119, -5.288678)]",[]
11571,519972,usrn21106675,FELIX AVENUE REAR OF 1 29,Haringey,HARINGEY,LONDON,6,"[(54.622691, -5.277142), (54.622464, -5.277636), (54.622173, -5.278268), (54.622155, -5.278317), (54.622107, -5.278412), (54.622054, -5.278534)]","['osgb4000000030663436', 'osgb4000000031164325']"
11572,519973,usrn21106684,MOSELLE CLOSE,Haringey,HARINGEY,LONDON,2,"[(54.625587, -5.261678), (54.625981, -5.261579)]",['osgb4000000030357700']
11573,519974,usrn21106689,MAIDSTONE ROAD,Haringey,HARINGEY,LONDON,16,"[(54.622128, -5.230401), (54.622255, -5.230423), (54.622128, -5.230401), (54.622159, -5.230498), (54.622231, -5.230568), (54.622128, -5.230401), (54.622104, -5.22996), (54.62205, -5.229645), (54.622031, -5.229566), (54.622001, -5.22944), (54.621936, -5.229202), (54.621852, -5.228963), (54.621785, -5.228788), (54.621734, -5.22866), (54.621699, -5.228596), (54.621588, -5.2284), (54.621528, -5.228302), (54.621191, -5.227725), (54.621186, -5.227717), (54.621064, -5.227506), (54.62089, -5.227181)]","['osgb4000000030154723', 'osgb4000000030154765', 'osgb4000000031261481', 'osgb4000000031261483', 'osgb5000005208892782', 'osgb5000005208896021']"
11574,519975,usrn21106693,,Haringey,HARINGEY,LONDON,3,"[(54.653552, -5.27262), (54.653574, -5.272807), (54.653433, -5.274347)]",[]
11575,519976,usrn21106722,,Haringey,HARINGEY,LONDON,8,"[(54.618584, -5.272614), (54.618621, -5.272549), (54.618637, -5.272532), (54.618658, -5.272527), (54.618685, -5.272529), (54.618703, -5.272546), (54.61893, -5.2729), (54.619074, -5.273118)]","['osgb4000000030253088', 'osgb4000000030603274', 'osgb4000000031262886']"
11576,519977,usrn21106755,,Haringey,HARINGEY,LONDON,6,"[(54.60073, -5.273829), (54.600756, -5.273891), (54.600831, -5.274069), (54.600918, -5.274243), (54.600966, -5.274324), (54.601, -5.274394)]",['osgb4000000030331466']
11577,519978,usrn21106758,HARPERS YARD,Haringey,HARINGEY,LONDON,8,"[(54.655791, -5.243893), (54.655803, -5.243778), (54.655803, -5.243673), (54.655804, -5.2435), (54.655804, -5.2435), (54.655805, -5.243341), (54.655805, -5.243264), (54.655461, -5.24326)]",['osgb5000005126674383']
11578,519979,usrn21106766,,Haringey,HARINGEY,LONDON,3,"[(54.653648, -5.274034), (54.653571, -5.274094), (54.653565, -5.274103), (54.653495, -5.274205), (54.653474, -5.274235), (54.653441, -5.274332), (54.653789, -5.273476), (54.653757, -5.273665), (54.653727, -5.273808), (54.653711, -5.273863), (54.653682, -5.273968), (54.653648, -5.274034), (54.653441, -5.274332), (54.653512, -5.2743), (54.653527, -5.274277), (54.653596, -5.274171), (54.653597, -5.274169), (54.653648, -5.274034), (54.653441, -5.274332), (54.653355, -5.274439), (54.653312, -5.274492)]","['osgb4000000030358484', 'osgb4000000030358485', 'osgb4000000031005446', 'osgb4000000031005447']"
11579,519980,usrn21106776,BROADBENT CLOSE,Haringey,HARINGEY,LONDON,3,"[(54.6073, -5.29405), (54.607368, -5.293851), (54.607398, -5.293761)]",['osgb4000000030841208']
11580,519981,usrn21106778,RAILWAY APPROACH,Haringey,HARINGEY,LONDON,2,"[(54.633467, -5.28257), (54.633737, -5.282485)]",['osgb4000000030357723']
11581,519982,usrn21106782,BRONHILL TERRACE,Haringey,HARINGEY,LONDON,6,"[(54.657848, -5.247272), (54.657849, -5.247158), (54.657868, -5.247113), (54.658182, -5.247048), (54.658215, -5.247067), (54.658244, -5.247197)]",['osgb4000000031083498']
11582,519983,usrn21106783,CLISSOLD CLOSE,Haringey,HARINGEY,LONDON,4,"[(54.601837, -5.259063), (54.601831, -5.258735), (54.601815, -5.258607), (54.601815, -5.258575)]",['osgb4000000030990836']
11583,519984,usrn21106785,,Haringey,HARINGEY,LONDON,9,"[(54.60045, -5.273348), (54.60035, -5.273528), (54.600112, -5.273133), (54.599863, -5.272743), (54.599652, -5.272439), (54.599549, -5.272299), (54.599537, -5.27225), (54.599561, -5.272191), (54.599634, -5.27203)]","['osgb4000000031054433', 'osgb4000000031054468']"
11584,519985,usrn21106786,,Haringey,HARINGEY,LONDON,6,"[(54.66475, -5.255806), (54.66438, -5.257855), (54.66401, -5.259904), (54.664006, -5.2604), (54.664004, -5.260478), (54.663922, -5.260533)]",[]
11585,519986,usrn21106789,,Haringey,HARINGEY,LONDON,4,"[(54.612507, -5.246753), (54.613308, -5.246162), (54.613329, -5.24617), (54.61337, -5.246346)]",['osgb4000000030721816']
11586,519987,usrn21106791,,Haringey,HARINGEY,LONDON,2,"[(54.601968, -5.259024), (54.601965, -5.258624)]",['osgb4000000030990837']
11587,519988,usrn21106818,,Haringey,HARINGEY,LONDON,3,"[(54.605133, -5.257609), (54.605043, -5.257618), (54.604854, -5.257633)]",[]
11588,519989,usrn21106821,SELBORNE ROAD,Haringey,HARINGEY,LONDON,7,"[(54.62799, -5.243863), (54.627833, -5.244362), (54.627793, -5.244513), (54.627738, -5.244881), (54.627603, -5.245893), (54.627446, -5.247043), (54.627432, -5.247259)]","['osgb4000000030154804', 'osgb4000000030253793']"
11589,519990,usrn21106827,,Haringey,HARINGEY,LONDON,11,"[(54.609476, -5.291463), (54.609385, -5.291502), (54.609385, -5.291502), (54.609303, -5.291572), (54.609265, -5.291616), (54.609178, -5.291774), (54.609161, -5.291809), (54.609125, -5.291837), (54.608952, -5.2919), (54.608908, -5.291881), (54.608846, -5.291814)]","['osgb4000000030356005', 'osgb4000000030602848', 'osgb4000000030602857', 'osgb4000000030602860']"
11590,519991,usrn21106876,BRAMPTON GARDENS,Haringey,HARINGEY,LONDON,2,"[(54.63983, -5.275965), (54.639528, -5.275848)]",[]
11591,519992,usrn21106878,CASTLEFORD CLOSE,Haringey,HARINGEY,LONDON,2,"[(54.653792, -5.230286), (54.653867, -5.231442)]",['osgb4000000030254868']
11592,519993,usrn21106880,CYPRUS CLOSE,Haringey,HARINGEY,LONDON,7,"[(54.634253, -5.285328), (54.634163, -5.285352), (54.634071, -5.285414), (54.634062, -5.285421), (54.634044, -5.28542), (54.633955, -5.285381), (54.633672, -5.285204)]",['osgb4000000030357718']
11593,519994,usrn21106881,DOVECOTE AVENUE,Haringey,HARINGEY,LONDON,2,"[(54.632961, -5.256984), (54.633204, -5.256616)]",[]
11594,519995,usrn21106896,GREENWAY CLOSE,Haringey,HARINGEY,LONDON,4,"[(54.655562, -5.267121), (54.655528, -5.267041), (54.655512, -5.266962), (54.655501, -5.266744)]",['osgb4000000030427099']
11595,519996,usrn21106897,HEBDEN TERRACE,Haringey,HARINGEY,LONDON,5,"[(54.652178, -5.230734), (54.652259, -5.230725), (54.652303, -5.230744), (54.65233, -5.230746), (54.652591, -5.2307)]",['osgb4000000030254802']
11596,519997,usrn21106901,MARLEY CLOSE,Haringey,HARINGEY,LONDON,6,"[(54.638172, -5.265812), (54.638133, -5.265892), (54.638124, -5.265907), (54.638097, -5.26592), (54.63789, -5.265739), (54.637763, -5.26563)]",['osgb4000000030253490']
11597,519998,usrn21106917,WAVEL MEWS,Haringey,HARINGEY,LONDON,8,"[(54.619737, -5.267324), (54.619388, -5.267283), (54.619313, -5.267279), (54.619737, -5.267324), (54.619708, -5.267835), (54.620163, -5.266456), (54.620153, -5.266689), (54.620096, -5.267108), (54.620081, -5.267222), (54.620023, -5.267299), (54.619775, -5.267275), (54.619749, -5.267295), (54.619737, -5.267324)]","['osgb4000000030602974', 'osgb4000000030603068', 'osgb4000000030603069']"
11598,519999,usrn21106918,WEMBURY MEWS,Haringey,HARINGEY,LONDON,8,"[(54.611143, -5.289257), (54.611209, -5.289401), (54.611259, -5.289526), (54.611361, -5.289818), (54.611409, -5.289948), (54.611431, -5.29001), (54.611537, -5.290544), (54.611693, -5.291012)]",['osgb4000000030990703']
11599,520000,usrn21106924,SYBIL MEWS,Haringey,HARINGEY,LONDON,7,"[(54.636956, -5.286537), (54.636958, -5.286441), (54.636919, -5.285656), (54.636908, -5.285538), (54.636893, -5.285369), (54.636869, -5.28521), (54.636812, -5.284945)]",['osgb4000000031076490']
11600,520001,usrn21106926,TARA MEWS,Haringey,HARINGEY,LONDON,4,"[(54.620561, -5.282379), (54.62061, -5.282222), (54.620639, -5.282132), (54.620655, -5.282081)]",['osgb4000000031207151']
11601,520002,usrn21106929,ADAMS MEWS,Haringey,HARINGEY,LONDON,2,"[(54.628957, -5.236707), (54.628964, -5.237209)]",['osgb4000000030358237']
11602,520003,usrn21106930,ALESIA CLOSE,Haringey,HARINGEY,LONDON,4,"[(54.624672, -5.238604), (54.624775, -5.238574), (54.624796, -5.238799), (54.624828, -5.23907)]",['osgb4000000030358046']
11603,520004,usrn21106931,BRADFORD CLOSE,Haringey,HARINGEY,LONDON,2,"[(54.654416, -5.230772), (54.654365, -5.229977)]",['osgb4000000030254878']
11604,520005,usrn21106932,BUTTERFIELD CLOSE,Haringey,HARINGEY,LONDON,4,"[(54.643448, -5.230708), (54.64375, -5.230825), (54.643712, -5.231287), (54.643711, -5.231302)]",['osgb4000000030358330']
11605,520006,usrn21106933,MAPLE PLACE,Haringey,HARINGEY,LONDON,6,"[(54.661958, -5.241555), (54.661825, -5.241536), (54.661811, -5.241534), (54.66179, -5.241531), (54.661801, -5.241087), (54.661805, -5.240913)]","['osgb4000000030359158', 'osgb5000005209454232']"
11606,520007,usrn21106934,MAYA PLACE,Haringey,HARINGEY,LONDON,2,"[(54.619109, -5.238058), (54.618922, -5.23776), (54.618922, -5.23776), (54.61879, -5.237552), (54.618703, -5.237452), (54.618626, -5.237322), (54.618922, -5.23776), (54.618851, -5.237895)]","['osgb4000000030358052', 'osgb4000000031134220', 'osgb4000000031134302']"
11607,520008,usrn21106936,STONEMASONS CLOSE,Haringey,HARINGEY,LONDON,3,"[(54.646032, -5.266661), (54.645995, -5.26643), (54.645743, -5.265805)]",['osgb4000000030357951']
11608,520009,usrn21106939,GARWOOD CLOSE,Haringey,HARINGEY,LONDON,2,"[(54.663318, -5.247219), (54.663384, -5.24608), (54.663318, -5.247219), (54.663208, -5.247196), (54.663451, -5.247251), (54.663318, -5.247219)]","['osgb4000000030852967', 'osgb4000000030853021', 'osgb4000000030853075']"
11609,520010,usrn21106942,KINGS MEWS,Haringey,HARINGEY,LONDON,2,"[(54.630807, -5.24108), (54.630846, -5.241316)]",[]
11610,520011,usrn21106943,ADMIRAL PLACE,Haringey,HARINGEY,LONDON,4,"[(54.635329, -5.270593), (54.63535, -5.270549), (54.635331, -5.270407), (54.635306, -5.270222)]",['osgb4000000031076519']
11611,520012,usrn21106946,KINGSWOOD MEWS,Haringey,HARINGEY,LONDON,3,"[(54.6376, -5.271054), (54.637719, -5.271083), (54.637835, -5.271107)]",['osgb4000000031164255']
11612,520013,usrn21106947,URBAN MEWS,Haringey,HARINGEY,LONDON,5,"[(54.637926, -5.286978), (54.638261, -5.286798), (54.638274, -5.286893), (54.638323, -5.287261), (54.638345, -5.287423)]",['osgb4000000030775968']
11613,520014,usrn21106950,WINDRUSH CLOSE,Haringey,HARINGEY,LONDON,5,"[(54.652426, -5.249666), (54.652356, -5.24949), (54.652333, -5.249436), (54.652222, -5.249099), (54.652164, -5.248956)]",['osgb4000000031050528']
11614,520015,usrn21106953,BYSOUTH CLOSE,Haringey,HARINGEY,LONDON,2,"[(54.646403, -5.267008), (54.64639, -5.266902)]",['osgb5000005191740954']
11615,520016,usrn21106954,FLOWER POT CLOSE,Haringey,HARINGEY,LONDON,2,"[(54.652424, -5.284016), (54.652409, -5.284457)]",['osgb4000000030658260']
11616,520017,usrn21106958,WALLMAN PLACE,Haringey,HARINGEY,LONDON,2,"[(54.626004, -5.249206), (54.625915, -5.250144)]",[]
11617,520018,usrn21106961,PRISCILLA CLOSE,Haringey,HARINGEY,LONDON,3,"[(54.641011, -5.273244), (54.641005, -5.273359), (54.640986, -5.273647)]",['osgb4000000031076521']
11618,520019,usrn21106964,SIANI MEWS,Haringey,HARINGEY,LONDON,2,"[(54.636976, -5.267784), (54.636677, -5.267884)]",[]
11619,520020,usrn21106965,ST PETERS MEWS,Haringey,HARINGEY,LONDON,4,"[(54.636312, -5.276331), (54.636307, -5.276233), (54.636307, -5.27623), (54.636293, -5.275957)]",['osgb5000005215721847']
11620,520021,usrn21106969,LILAC MEWS,Haringey,HARINGEY,LONDON,6,"[(54.632886, -5.257663), (54.6329, -5.257696), (54.632956, -5.257837), (54.633096, -5.258132), (54.633237, -5.258427), (54.633332, -5.258648)]",['osgb4000000030664192']
11621,520022,usrn21106970,WALLIS MEWS,Haringey,HARINGEY,LONDON,5,"[(54.632571, -5.257016), (54.632593, -5.257121), (54.632682, -5.257264), (54.632801, -5.257472), (54.632886, -5.257663)]",['osgb4000000030665947']
11622,520023,usrn21106972,AMBER MEWS,Haringey,HARINGEY,LONDON,6,"[(54.632528, -5.257045), (54.632505, -5.256977), (54.632454, -5.256803), (54.632416, -5.25672), (54.632333, -5.256579), (54.632319, -5.256554)]",['osgb4000000030666777']
11623,520024,usrn21106974,TARBERT MEWS,Haringey,HARINGEY,LONDON,3,"[(54.648949, -5.273932), (54.648974, -5.273851), (54.649072, -5.273523)]",['osgb4000000030658255']
