,row number,USRN ID,Street Name,Authority Name,Administrative area,Town,NodeCount,Node Locations,Links
19124,1022389,usrn21103918,STAINBY ROAD,Haringey,HARINGEY,LONDON,17,"[(54.657661, -5.26563), (54.65758, -5.265639), (54.657451, -5.265629), (54.657356, -5.265621), (54.657283, -5.265631), (54.657156, -5.265667), (54.656993, -5.265731), (54.656749, -5.265846), (54.656608, -5.265912), (54.656577, -5.265914), (54.656547, -5.2659), (54.656531, -5.265865), (54.65647, -5.265461), (54.656423, -5.265157), (54.656396, -5.264977), (54.656378, -5.26486), (54.656352, -5.264693)]","['osgb4000000030254269', 'osgb4000000030254270', 'osgb4000000031005505']"
19125,1022390,usrn21103919,STAMFORD CLOSE,Haringey,HARINGEY,LONDON,4,"[(54.657643, -5.271956), (54.657834, -5.271958), (54.657868, -5.271959), (54.658334, -5.271996)]","['osgb4000000030358518', 'osgb4000000030358529']"
19126,1022391,usrn21103933,STATION ROAD,Haringey,HARINGEY,LONDON,24,"[(54.659586, -5.265037), (54.659704, -5.264955), (54.659834, -5.264783), (54.659854, -5.264756), (54.659896, -5.264706), (54.659939, -5.264662), (54.659985, -5.264625), (54.660023, -5.264599), (54.660044, -5.264588), (54.660065, -5.26458), (54.660151, -5.264558), (54.660172, -5.26455), (54.660193, -5.264539), (54.660224, -5.26452), (54.66024, -5.264506), (54.660247, -5.264498), (54.660253, -5.264486), (54.660263, -5.264459), (54.660271, -5.26443), (54.660282, -5.264385), (54.660287, -5.264353), (54.660302, -5.264213), (54.660315, -5.26418), (54.660342, -5.264117)]",['osgb5000005267248984']
19127,1022392,usrn21103945,STONEBRIDGE ROAD,Haringey,HARINGEY,LONDON,10,"[(54.652614, -5.276049), (54.652639, -5.276128), (54.652657, -5.27613), (54.652878, -5.275878), (54.652882, -5.27587), (54.652848, -5.275779), (54.652614, -5.276049), (54.652537, -5.276142), (54.6525, -5.276185), (54.652205, -5.276527), (54.652103, -5.276659), (54.652848, -5.275779), (54.652748, -5.275889), (54.652614, -5.276049), (54.651893, -5.276099), (54.651961, -5.27628), (54.652103, -5.276659), (54.652834, -5.27642), (54.652884, -5.276548), (54.652997, -5.276839), (54.653032, -5.276963), (54.653046, -5.277014), (54.653054, -5.277061), (54.653052, -5.277123), (54.653004, -5.27791), (54.653003, -5.277941), (54.652984, -5.278001), (54.652955, -5.278061), (54.652927, -5.27809), (54.652882, -5.278117), (54.65281, -5.278111), (54.652654, -5.278078), (54.652577, -5.278062), (54.652489, -5.277993), (54.652455, -5.277943), (54.652411, -5.277893), (54.652381, -5.277836), (54.65236, -5.277796), (54.652326, -5.2777), (54.652302, -5.277621), (54.652277, -5.277526), (54.65226, -5.277408), (54.652254, -5.277369), (54.652225, -5.277118), (54.65221, -5.277028), (54.652194, -5.27693), (54.652154, -5.276771), (54.652103, -5.276659), (54.652737, -5.275144), (54.652817, -5.275361), (54.652896, -5.275575), (54.652896, -5.275591), (54.652895, -5.275636), (54.652894, -5.275653), (54.652884, -5.275714), (54.652876, -5.27574), (54.652875, -5.275742), (54.652848, -5.275779)]","['osgb4000000030254181', 'osgb4000000030358492', 'osgb4000000030358506', 'osgb4000000030427052', 'osgb4000000030427055', 'osgb4000000031076534', 'osgb5000005280435040']"
19128,1022393,usrn21103953,SUFFIELD ROAD,Haringey,HARINGEY,LONDON,9,"[(54.652928, -5.272399), (54.652908, -5.272836), (54.652902, -5.272968), (54.652844, -5.274206), (54.65285, -5.274315), (54.652857, -5.274362), (54.652869, -5.274396), (54.652891, -5.274458), (54.653025, -5.27481)]",['osgb4000000030155025']
19129,1022394,usrn21103966,SYDNEY ROAD,Haringey,HARINGEY,LONDON,12,"[(54.630558, -5.264076), (54.630902, -5.263926), (54.631134, -5.263824), (54.631158, -5.263814), (54.631687, -5.263588), (54.63215, -5.263391), (54.632683, -5.263164), (54.633086, -5.262992), (54.633223, -5.262925), (54.633569, -5.262783), (54.633969, -5.262613), (54.634305, -5.26247)]",['osgb4000000030102011']
19130,1022395,usrn21103969,TALBOT ROAD,Haringey,HARINGEY,LONDON,18,"[(54.655179, -5.268656), (54.655159, -5.268701), (54.655136, -5.268773), (54.65512, -5.268881), (54.65512, -5.268882), (54.655101, -5.269002), (54.655099, -5.269014), (54.655086, -5.269099), (54.655083, -5.269191), (54.6551, -5.269565), (54.655125, -5.269955), (54.655157, -5.270453), (54.65517, -5.270641), (54.65519, -5.271019), (54.655229, -5.271759), (54.655232, -5.271807), (54.655257, -5.272289), (54.655239, -5.272399)]","['osgb4000000030254201', 'osgb4000000030254247', 'osgb4000000030358554']"
19131,1022396,usrn21103981,THE BROADWAY,Haringey,HARINGEY,LONDON,9,"[(54.621464, -5.280794), (54.621478, -5.28072), (54.621486, -5.280672), (54.621503, -5.280482), (54.621527, -5.280211), (54.621539, -5.279995), (54.621565, -5.279553), (54.621603, -5.279132), (54.621651, -5.278873)]","['osgb4000000030253039', 'osgb4000000030426578', 'osgb4000000030463221']"
19132,1022397,usrn21103987,THE MEWS,Haringey,HARINGEY,LONDON,8,"[(54.631193, -5.263197), (54.631304, -5.263139), (54.631478, -5.263049), (54.631503, -5.263036), (54.631839, -5.262892), (54.631858, -5.262878), (54.631795, -5.262484), (54.631765, -5.262297)]",['osgb4000000030253406']
19133,1022398,usrn21103997,TIVERTON ROAD,Haringey,HARINGEY,LONDON,26,"[(54.644987, -5.28145), (54.644793, -5.282198), (54.644641, -5.282783), (54.64462, -5.282866), (54.644605, -5.282923), (54.644582, -5.283003), (54.644523, -5.283217), (54.644517, -5.283238), (54.644503, -5.283287), (54.644467, -5.283415), (54.644345, -5.283851), (54.644325, -5.283924), (54.644292, -5.28404), (54.644256, -5.284172), (54.644239, -5.284234), (54.644236, -5.284242), (54.644226, -5.284285), (54.644226, -5.284287), (54.644226, -5.284288), (54.644219, -5.284316), (54.644214, -5.284335), (54.64421, -5.284351), (54.644202, -5.284383), (54.644095, -5.28482), (54.643987, -5.28526), (54.643989, -5.285286)]","['osgb4000000030101996', 'osgb4000000031280766', 'osgb5000005256669842', 'osgb5000005256669847', 'osgb5000005256669852', 'osgb5000005263452282']"
19134,1022399,usrn21104007,TOWN HALL APPROACH ROAD,Haringey,HARINGEY,LONDON,33,"[(54.654297, -5.268289), (54.654268, -5.268229), (54.654189, -5.268063), (54.654158, -5.267718), (54.654151, -5.267613), (54.65415, -5.26752), (54.654149, -5.267461), (54.654145, -5.267402), (54.654141, -5.267358), (54.654136, -5.267314), (54.65413, -5.26727), (54.654126, -5.267249), (54.654122, -5.267227), (54.654122, -5.267225), (54.65407, -5.266967), (54.654031, -5.26668), (54.653999, -5.266445), (54.653977, -5.266309), (54.653937, -5.266062), (54.65393, -5.266023), (54.653917, -5.265959), (54.653898, -5.265863), (54.653824, -5.265559), (54.653824, -5.265555), (54.653758, -5.265317), (54.653703, -5.265116), (54.653691, -5.265073), (54.653685, -5.26505), (54.653684, -5.265047), (54.653623, -5.264806), (54.653616, -5.264715), (54.653632, -5.264647), (54.653649, -5.264555)]","['osgb4000000030102137', 'osgb5000005137091967', 'osgb5000005137091972']"
19135,1022400,usrn21104022,UPLANDS ROAD,Haringey,HARINGEY,LONDON,7,"[(54.630485, -5.281382), (54.630067, -5.279798), (54.629678, -5.278326), (54.629654, -5.278215), (54.629083, -5.276061), (54.628842, -5.275125), (54.628826, -5.275063)]","['osgb4000000030101987', 'osgb4000000030253267']"
19136,1022401,usrn21104034,VICTORIA ROAD,Haringey,HARINGEY,LONDON,8,"[(54.656988, -5.273222), (54.656986, -5.272973), (54.656983, -5.272865), (54.656976, -5.272662), (54.656973, -5.272477), (54.65697, -5.2723), (54.656966, -5.272057), (54.656968, -5.271979)]",['osgb4000000030254223']
19137,1022402,usrn21104039,WAKEFIELD ROAD,Haringey,HARINGEY,LONDON,4,"[(54.655182, -5.273236), (54.655217, -5.273172), (54.655263, -5.273125), (54.655314, -5.273099), (54.655182, -5.273236), (54.655173, -5.273732), (54.655167, -5.274068), (54.655165, -5.274141), (54.655153, -5.274572), (54.655137, -5.275166), (54.65512, -5.27608), (54.655116, -5.276281), (54.655091, -5.27721), (54.655193, -5.273042), (54.655189, -5.273067), (54.655179, -5.273146), (54.655182, -5.273236)]","['osgb4000000030254198', 'osgb4000000030254199', 'osgb4000000030254200', 'osgb4000000030358496', 'osgb4000000031049092', 'osgb4000000031049106']"
19138,1022403,usrn21104048,WALTON ROAD,Haringey,HARINGEY,LONDON,7,"[(54.656369, -5.271838), (54.656374, -5.271984), (54.656383, -5.27232), (54.656384, -5.27251), (54.656384, -5.272615), (54.65639, -5.272912), (54.656395, -5.27322)]",['osgb4000000030254213']
19139,1022404,usrn21104049,WARGRAVE AVENUE,Haringey,HARINGEY,LONDON,11,"[(54.658594, -5.281338), (54.657094, -5.281977), (54.656911, -5.282055), (54.656547, -5.282195), (54.656547, -5.282195), (54.656092, -5.282405), (54.655257, -5.282743), (54.654756, -5.282921), (54.654456, -5.283041), (54.654402, -5.283063), (54.653138, -5.283565)]","['osgb4000000030154989', 'osgb4000000030155007', 'osgb4000000030155010', 'osgb4000000030358467']"
19140,1022405,usrn21104051,WARHAM ROAD,Haringey,HARINGEY,LONDON,9,"[(54.632782, -5.276902), (54.633586, -5.27678), (54.634219, -5.276661), (54.634923, -5.276547), (54.635266, -5.276493), (54.636312, -5.276331), (54.636476, -5.276305), (54.63663, -5.276281), (54.636701, -5.276287)]","['osgb4000000030101989', 'osgb4000000031049095']"
19141,1022406,usrn21104055,WARWICK GARDENS,Haringey,HARINGEY,LONDON,17,"[(54.640222, -5.276949), (54.640232, -5.277028), (54.640267, -5.277427), (54.640274, -5.277515), (54.640297, -5.277788), (54.640308, -5.27792), (54.640314, -5.278004), (54.640337, -5.278371), (54.640339, -5.278409), (54.640393, -5.27908), (54.640401, -5.279127), (54.640458, -5.279783), (54.640497, -5.280236), (54.64053, -5.280641), (54.640572, -5.281146), (54.640578, -5.281219), (54.640559, -5.281248)]","['osgb4000000030253299', 'osgb4000000030253303', 'osgb4000000030253332', 'osgb4000000030253333', 'osgb5000005212358313']"
19142,1022407,usrn21104080,WHYMARK AVENUE,Haringey,HARINGEY,LONDON,7,"[(54.63578, -5.257645), (54.635746, -5.257686), (54.634836, -5.258792), (54.634788, -5.258852), (54.634268, -5.259473), (54.634158, -5.259605), (54.634121, -5.259649)]","['osgb4000000030154610', 'osgb4000000030253426']"
19143,1022408,usrn21104085,WILLIAMSON ROAD,Haringey,HARINGEY,LONDON,2,"[(54.638131, -5.283579), (54.638091, -5.284057), (54.638635, -5.285125), (54.638569, -5.284807), (54.638542, -5.284705), (54.638459, -5.284389), (54.63837, -5.284188), (54.638349, -5.28417), (54.638296, -5.284135), (54.638154, -5.284062), (54.638091, -5.284057), (54.637457, -5.284495), (54.637643, -5.284346), (54.637882, -5.284141), (54.637891, -5.284133), (54.637992, -5.28408), (54.638073, -5.284055), (54.638091, -5.284057), (54.63722, -5.284608), (54.637281, -5.28464), (54.637434, -5.284562), (54.63722, -5.284608), (54.637266, -5.284534), (54.637354, -5.284494), (54.637397, -5.284474), (54.637457, -5.284495), (54.637141, -5.284643), (54.63722, -5.284608), (54.637434, -5.284562), (54.637365, -5.284697), (54.637313, -5.284804), (54.63728, -5.284879), (54.637238, -5.285003), (54.637224, -5.285036), (54.637434, -5.284562), (54.637457, -5.284495)]","['osgb4000000030253295', 'osgb4000000030357741', 'osgb4000000030357749', 'osgb4000000030426651', 'osgb4000000030426652', 'osgb4000000030463271', 'osgb4000000031049094', 'osgb4000000031293991']"
19144,1022409,usrn21104088,WILLOUGHBY ROAD,Haringey,HARINGEY,LONDON,23,"[(54.634058, -5.261222), (54.634151, -5.261235), (54.634213, -5.261468), (54.634248, -5.261597), (54.63428, -5.261755), (54.634316, -5.262068), (54.634312, -5.262207), (54.634305, -5.26247), (54.634302, -5.262521), (54.634271, -5.263087), (54.634257, -5.263256), (54.634253, -5.263411), (54.634259, -5.263505), (54.634274, -5.26363), (54.634274, -5.263645), (54.634499, -5.264325), (54.634548, -5.264473), (54.634597, -5.264663), (54.634605, -5.264679), (54.634632, -5.26476), (54.634947, -5.265699), (54.63503, -5.265953), (54.635252, -5.266715)]","['osgb4000000030253421', 'osgb4000000030253422', 'osgb4000000030253425', 'osgb4000000030253429', 'osgb4000000030357847']"
19145,1022410,usrn21104089,WILLOW WALK,Haringey,HARINGEY,LONDON,4,"[(54.636937, -5.264262), (54.636945, -5.263937), (54.636956, -5.263729), (54.636964, -5.263566), (54.636983, -5.263552), (54.637115, -5.263577), (54.637269, -5.263606), (54.637286, -5.263623), (54.637241, -5.264302), (54.637232, -5.264316), (54.636937, -5.264262), (54.636872, -5.265311), (54.636899, -5.264987), (54.636933, -5.264385), (54.636937, -5.264262)]","['osgb4000000030253430', 'osgb4000000030253433']"
19146,1022411,usrn21104092,WILTSHIRE GARDENS,Haringey,HARINGEY,LONDON,5,"[(54.639776, -5.283256), (54.639872, -5.283188), (54.640471, -5.282775), (54.640565, -5.282712), (54.640471, -5.282775), (54.640438, -5.282615), (54.639872, -5.283188), (54.63984, -5.283041), (54.639872, -5.283188), (54.640108, -5.28302), (54.64018, -5.282969), (54.640221, -5.282942), (54.640471, -5.282775)]","['osgb4000000030357745', 'osgb4000000030357746', 'osgb4000000031005518', 'osgb4000000031005538', 'osgb4000000031005539', 'osgb4000000031005540']"
19147,1022412,usrn21104101,WOMERSLEY ROAD,Haringey,HARINGEY,LONDON,7,"[(54.626222, -5.285718), (54.626214, -5.285687), (54.625968, -5.284773), (54.625915, -5.284578), (54.62574, -5.283928), (54.62561, -5.283437), (54.625283, -5.282218)]","['osgb4000000030253056', 'osgb4000000030253064', 'osgb4000000030426581']"
19148,1022413,usrn21104114,YARMOUTH CRESCENT,Haringey,HARINGEY,LONDON,25,"[(54.662942, -5.271878), (54.662942, -5.271863), (54.662945, -5.271849), (54.662951, -5.271837), (54.662959, -5.271829), (54.662968, -5.271826), (54.662976, -5.271828), (54.662984, -5.271835), (54.662991, -5.271846), (54.662994, -5.27186), (54.662996, -5.271875), (54.662994, -5.27189), (54.662991, -5.271896), (54.662989, -5.271903), (54.662982, -5.271913), (54.662974, -5.271918), (54.662965, -5.271919), (54.662957, -5.271914), (54.662949, -5.271905), (54.662944, -5.271893), (54.662942, -5.271878), (54.661776, -5.276073), (54.661726, -5.275914), (54.661718, -5.275867), (54.661774, -5.275484), (54.661776, -5.275406), (54.661769, -5.275313), (54.661732, -5.274901), (54.661721, -5.274781), (54.661732, -5.273712), (54.661735, -5.273588), (54.661768, -5.273374), (54.661818, -5.273176), (54.661848, -5.273054), (54.661887, -5.272949), (54.661897, -5.272919), (54.661945, -5.272814), (54.66202, -5.272681), (54.662114, -5.272548), (54.662141, -5.272525), (54.662215, -5.272464), (54.66227, -5.272421), (54.662454, -5.272266), (54.662601, -5.272169), (54.662824, -5.271979), (54.662942, -5.271878)]","['osgb4000000030155042', 'osgb4000000030254233', 'osgb4000000030358531', 'osgb4000000030358535', 'osgb4000000030358536', 'osgb4000000030662881']"
19149,1022414,usrn21104152,ACACIA ROAD,Haringey,HARINGEY,LONDON,5,"[(54.635578, -5.245583), (54.635506, -5.245309), (54.635461, -5.245135), (54.635458, -5.245127), (54.635398, -5.244918), (54.635347, -5.24479), (54.635338, -5.244769), (54.635243, -5.244551), (54.635142, -5.244319), (54.635095, -5.244211), (54.635051, -5.244113), (54.634916, -5.243812), (54.634672, -5.24327), (54.63447, -5.24282), (54.634396, -5.242653), (54.634287, -5.242411), (54.634279, -5.242364), (54.634281, -5.242318), (54.634302, -5.242098), (54.634318, -5.241933), (54.634355, -5.241549), (54.634318, -5.241933), (54.634131, -5.241515), (54.634137, -5.241655), (54.634144, -5.241718), (54.634221, -5.241879), (54.634318, -5.241933)]","['osgb4000000030154816', 'osgb4000000030358232', 'osgb4000000030358233', 'osgb4000000030426909', 'osgb4000000031029268']"
19150,1022415,usrn21104163,ALEXANDRA ROAD,Haringey,HARINGEY,LONDON,15,"[(54.631511, -5.262401), (54.631485, -5.261781), (54.631478, -5.261608), (54.631453, -5.260893), (54.631411, -5.259432), (54.631371, -5.258236), (54.631357, -5.257785), (54.631359, -5.257708), (54.63137, -5.257631), (54.631687, -5.255892), (54.631732, -5.255646), (54.631802, -5.255264), (54.631841, -5.255143), (54.63187, -5.255068), (54.631951, -5.25496)]","['osgb4000000030154576', 'osgb4000000030154597', 'osgb4000000030253399', 'osgb4000000030253456', 'osgb4000000030659773']"
19151,1022416,usrn21104231,BENNINGTON ROAD,Haringey,HARINGEY,LONDON,8,"[(54.649204, -5.244747), (54.649191, -5.244917), (54.649187, -5.245068), (54.649182, -5.245242), (54.649128, -5.246912), (54.649127, -5.246959), (54.649134, -5.247046), (54.6492, -5.247926)]","['osgb4000000030253912', 'osgb4000000030358300', 'osgb4000000030426936']"
19152,1022417,usrn21104260,BRABANT ROAD,Haringey,HARINGEY,LONDON,4,"[(54.629425, -5.250021), (54.629433, -5.250061), (54.629464, -5.250272), (54.629485, -5.250491), (54.629515, -5.25071), (54.630161, -5.249678), (54.629425, -5.250021), (54.62939, -5.249321), (54.629388, -5.249739), (54.629412, -5.249921), (54.629425, -5.250021)]","['osgb4000000030253442', 'osgb4000000030357863', 'osgb4000000030357872']"
19153,1022418,usrn21104262,BRACKNELL CLOSE,Haringey,HARINGEY,LONDON,18,"[(54.634056, -5.243664), (54.633543, -5.244069), (54.633255, -5.244296), (54.632825, -5.244635), (54.632806, -5.244665), (54.632787, -5.24471), (54.632768, -5.244755), (54.632757, -5.244816), (54.632755, -5.244878), (54.632763, -5.244925), (54.632805, -5.245092), (54.632859, -5.245312), (54.632889, -5.245432), (54.632978, -5.245788), (54.633104, -5.246297), (54.633118, -5.246352), (54.633136, -5.246427), (54.633161, -5.246507)]","['osgb4000000030994991', 'osgb4000000030994997', 'osgb4000000031058606', 'osgb5000005215685225']"
19154,1022419,usrn21104263,BRADLEY ROAD,Haringey,HARINGEY,LONDON,6,"[(54.628139, -5.250043), (54.628078, -5.249813), (54.628025, -5.249615), (54.627999, -5.249551), (54.627982, -5.249534), (54.627464, -5.249035)]",['osgb4000000030253441']
19155,1022420,usrn21104298,BRUCE GROVE,Haringey,HARINGEY,LONDON,6,"[(54.655652, -5.255109), (54.655608, -5.255088), (54.655536, -5.255053), (54.655483, -5.255018), (54.655466, -5.255001), (54.655451, -5.254969), (54.655431, -5.254924), (54.655398, -5.254856), (54.655381, -5.254824), (54.655319, -5.254678), (54.655228, -5.254461), (54.655174, -5.254332), (54.655126, -5.254217), (54.65509, -5.25413), (54.655029, -5.253984), (54.654867, -5.253597), (54.654493, -5.252706), (54.654164, -5.25192), (54.654105, -5.251775), (54.654003, -5.25155), (54.653732, -5.250908), (54.653673, -5.250779), (54.653326, -5.249961), (54.65321, -5.249671), (54.652972, -5.24908), (54.652947, -5.249016), (54.652669, -5.248348), (54.652626, -5.248246), (54.652475, -5.247874), (54.652475, -5.247874), (54.652439, -5.247828), (54.652425, -5.24781), (54.652403, -5.247756), (54.652395, -5.247714), (54.652381, -5.24764), (54.652279, -5.247427), (54.652314, -5.247476), (54.652381, -5.24764), (54.652381, -5.24764), (54.652418, -5.247684), (54.652442, -5.247712), (54.652464, -5.247762), (54.652468, -5.247798), (54.652475, -5.247874)]","['osgb4000000030155063', 'osgb4000000030155281', 'osgb4000000030358607', 'osgb4000000030358608', 'osgb4000000030358609', 'osgb4000000030359051', 'osgb4000000030359052', 'osgb4000000030463465', 'osgb4000000030476650', 'osgb4000000030852847', 'osgb4000000030994982', 'osgb4000000031221385', 'osgb5000005215627416', 'osgb5000005215627417', 'osgb5000005215627418', 'osgb5000005215627484']"
19156,1022421,usrn21104299,BUCKINGHAM ROAD,Haringey,HARINGEY,LONDON,14,"[(54.623122, -5.246032), (54.62366, -5.245408), (54.623696, -5.245396), (54.623714, -5.245397), (54.623732, -5.245398), (54.623794, -5.245419), (54.623812, -5.245436), (54.623872, -5.245534), (54.624043, -5.245873), (54.624111, -5.246033), (54.624195, -5.246226), (54.624271, -5.246433), (54.62444, -5.246917), (54.624471, -5.247007)]","['osgb4000000030253602', 'osgb4000000030253603']"
19157,1022422,usrn21104328,CARTMEL CLOSE,Haringey,HARINGEY,LONDON,3,"[(54.665488, -5.237019), (54.665486, -5.237063), (54.665448, -5.237822)]",['osgb4000000030359162']
19158,1022423,usrn21104367,CLARENCE ROAD,Haringey,HARINGEY,LONDON,32,"[(54.623382, -5.23598), (54.6235, -5.235943), (54.624292, -5.235735), (54.624903, -5.235574), (54.625029, -5.235538), (54.625155, -5.235501), (54.62535, -5.235445), (54.625365, -5.23544), (54.625465, -5.235448), (54.625472, -5.235449), (54.625546, -5.235455), (54.625581, -5.235458), (54.625635, -5.235462), (54.625759, -5.235534), (54.625847, -5.235603), (54.625891, -5.235637), (54.625943, -5.235703), (54.626082, -5.235885), (54.626159, -5.23603), (54.626201, -5.236127), (54.626244, -5.236223), (54.626309, -5.236461), (54.626405, -5.236918), (54.626413, -5.236965), (54.62642, -5.237027), (54.626422, -5.237276), (54.626419, -5.237399), (54.626374, -5.238062), (54.626382, -5.238094), (54.62639, -5.238156), (54.62643, -5.23833), (54.626421, -5.238655)]","['osgb4000000030102058', 'osgb4000000030253631', 'osgb4000000030358070', 'osgb4000000030463337', 'osgb5000005203411148', 'osgb5000005212327169', 'osgb5000005212327524', 'osgb5000005260115882']"
19159,1022424,usrn21104369,CLARENDON ROAD OFF COBURG ROAD,Haringey,HARINGEY,LONDON,4,"[(54.627879, -5.252982), (54.627783, -5.253919), (54.627904, -5.25451), (54.627958, -5.25477)]",['osgb4000000030154593']
19160,1022425,usrn21104375,COBURG ROAD,Haringey,HARINGEY,LONDON,10,"[(54.627215, -5.255315), (54.627781, -5.254902), (54.627885, -5.254826), (54.627958, -5.25477), (54.628453, -5.254422), (54.62859, -5.254325), (54.628674, -5.254223), (54.628712, -5.254164), (54.628778, -5.254045), (54.62922, -5.252965)]","['osgb4000000030154594', 'osgb4000000030253447', 'osgb4000000030253454']"
19161,1022426,usrn21104385,COMMERCE ROAD,Haringey,HARINGEY,LONDON,16,"[(54.629196, -5.240099), (54.629098, -5.240147), (54.629047, -5.240149), (54.628933, -5.240154), (54.628413, -5.240177), (54.628348, -5.240184), (54.628169, -5.240204), (54.628094, -5.240207), (54.627773, -5.240219), (54.627521, -5.240245), (54.627296, -5.240258), (54.627257, -5.24026), (54.627115, -5.240265), (54.6269, -5.240273), (54.626882, -5.240272), (54.626837, -5.240253)]","['osgb4000000030253787', 'osgb4000000030358034', 'osgb4000000030358035', 'osgb4000000030358191', 'osgb4000000030358192', 'osgb4000000030426894', 'osgb4000000030702759', 'osgb4000000030703101']"
19162,1022427,usrn21104400,CORBETT GROVE,Haringey,HARINGEY,LONDON,9,"[(54.623453, -5.236342), (54.623224, -5.236495), (54.623187, -5.236538), (54.623168, -5.236583), (54.623138, -5.236689), (54.623136, -5.236766), (54.623168, -5.237135), (54.623172, -5.237184), (54.623179, -5.237273)]",['osgb4000000030358066']
19163,1022428,usrn21104409,COURTMAN ROAD,Haringey,HARINGEY,LONDON,12,"[(54.644098, -5.239689), (54.644006, -5.239093), (54.643964, -5.238981), (54.643913, -5.238884), (54.643869, -5.238834), (54.643834, -5.238785), (54.643763, -5.238748), (54.643736, -5.238746), (54.643566, -5.238732), (54.643303, -5.23872), (54.642129, -5.238664), (54.641689, -5.23866)]","['osgb4000000030712558', 'osgb5000005281259079']"
19164,1022429,usrn21104412,CRANBROOK PARK,Haringey,HARINGEY,LONDON,9,"[(54.632316, -5.24616), (54.632057, -5.246219), (54.631909, -5.246252), (54.630787, -5.246519), (54.630534, -5.246576), (54.630415, -5.24661), (54.630407, -5.246612), (54.630383, -5.246618), (54.630036, -5.246707)]","['osgb4000000030154800', 'osgb4000000030358198', 'osgb4000000030358203', 'osgb4000000031050535', 'osgb5000005215685321']"
19165,1022430,usrn21104421,CRESCENT ROAD,Haringey,HARINGEY,LONDON,32,"[(54.622319, -5.245832), (54.622318, -5.245831), (54.622318, -5.245828), (54.622312, -5.245736), (54.622295, -5.245687), (54.622278, -5.245654), (54.621927, -5.245301), (54.621788, -5.245135), (54.62164, -5.244953), (54.621588, -5.244871), (54.621536, -5.24479), (54.621373, -5.244529), (54.621364, -5.244513), (54.621168, -5.244125), (54.621082, -5.243948), (54.62099, -5.243693), (54.62089, -5.243421), (54.620808, -5.243136), (54.620684, -5.242707), (54.620613, -5.242361), (54.620565, -5.242117), (54.620541, -5.241999), (54.620533, -5.241983), (54.62048, -5.241607), (54.620467, -5.24142), (54.620451, -5.241268), (54.620445, -5.241216), (54.620434, -5.240929), (54.620429, -5.240812), (54.620413, -5.240734), (54.620397, -5.24067), (54.620259, -5.240513)]","['osgb4000000030154698', 'osgb4000000030253585', 'osgb4000000030253607', 'osgb4000000030358027']"
19166,1022431,usrn21104436,DAGMAR ROAD,Haringey,HARINGEY,LONDON,22,"[(54.620541, -5.241999), (54.621035, -5.241697), (54.62108, -5.241685), (54.621116, -5.241688), (54.621152, -5.241707), (54.621197, -5.241748), (54.62123, -5.241806), (54.621247, -5.241854), (54.621263, -5.241901), (54.621331, -5.242387), (54.621384, -5.242644), (54.621403, -5.242734), (54.621459, -5.243002), (54.621517, -5.243161), (54.621628, -5.243402), (54.621796, -5.243819), (54.621941, -5.244109), (54.62195, -5.244125), (54.621939, -5.244186), (54.621805, -5.244529), (54.621698, -5.244803), (54.62164, -5.244953)]",['osgb4000000030154713']
19167,1022432,usrn21104468,DOUGLAS ROAD,Haringey,HARINGEY,LONDON,9,"[(54.634548, -5.241609), (54.634593, -5.241623), (54.634767, -5.241678), (54.634548, -5.241609), (54.63465, -5.241424), (54.634548, -5.241609), (54.634355, -5.241549), (54.634212, -5.241522), (54.634131, -5.241515), (54.633773, -5.241456), (54.633676, -5.241402), (54.633641, -5.241368), (54.633607, -5.241288), (54.633583, -5.241225)]","['osgb4000000030253830', 'osgb4000000030358228', 'osgb4000000030426912', 'osgb4000000030463382', 'osgb4000000031050541', 'osgb4000000031050543']"
19168,1022433,usrn21104510,EWART GROVE,Haringey,HARINGEY,LONDON,19,"[(54.63188, -5.241321), (54.631899, -5.241958), (54.631894, -5.242112), (54.631893, -5.242174), (54.631872, -5.242266), (54.631348, -5.243061), (54.631281, -5.24321), (54.631192, -5.243428), (54.630917, -5.244034), (54.63087, -5.244108), (54.630823, -5.244166), (54.630759, -5.244223), (54.630713, -5.24425), (54.630596, -5.244272), (54.630225, -5.244351), (54.630216, -5.24435), (54.629913, -5.244411), (54.629879, -5.244417), (54.629773, -5.244439)]","['osgb4000000030154806', 'osgb4000000030253800', 'osgb4000000030358195', 'osgb4000000030358208']"
19169,1022434,usrn21104527,FINSBURY ROAD,Haringey,HARINGEY,LONDON,16,"[(54.626858, -5.236941), (54.62685, -5.236961), (54.626842, -5.23699), (54.626839, -5.237008), (54.626834, -5.23703), (54.626831, -5.237062), (54.626828, -5.237085), (54.626806, -5.237384), (54.626735, -5.238354), (54.626731, -5.238509), (54.626738, -5.238571), (54.626752, -5.238728), (54.626765, -5.23924), (54.626802, -5.239874), (54.626821, -5.24019), (54.626837, -5.240253)]","['osgb4000000030154728', 'osgb4000000030253597']"
