row number,USRN ID,Street Name,Authority Name,Administrative area,Town,Location
20023,usrn22200675,GWENDOLINE AVENUE,Newham,NEWHAM,LONDON,"[(54.715995, -5.360062), (54.715711, -5.358625), (54.715679, -5.358467), (54.715388, -5.356983), (54.715174, -5.355925), (54.715102, -5.355546), (54.714997, -5.354994), (54.714994, -5.354978)]"
20024,usrn22200699,HAWKSMOOR CLOSE,Newham,NEWHAM,LONDON,"[(54.726483, -5.396181), (54.726156, -5.396139), (54.726111, -5.396135), (54.726483, -5.396181), (54.726475, -5.396389), (54.726487, -5.396071), (54.726483, -5.396181)]"
20025,usrn22200712,HIDE,Newham,NEWHAM,LONDON,"[(54.737683, -5.399047), (54.737716, -5.398505), (54.737733, -5.398227)]"
20026,usrn22200735,HUBERT ROAD,Newham,NEWHAM,LONDON,"[(54.723379, -5.371952), (54.723668, -5.373856), (54.723706, -5.37411), (54.723887, -5.375334), (54.723884, -5.375443), (54.723748, -5.376472)]"
20027,usrn22200751,JERSEY ROAD,Newham,NEWHAM,LONDON,"[(54.716653, -5.394199), (54.716648, -5.394023), (54.717077, -5.394101), (54.716996, -5.394067), (54.716648, -5.394023), (54.716648, -5.394023), (54.71665, -5.393961), (54.716648, -5.393712)]"
20028,usrn22200757,JUNIPER LANE,Newham,NEWHAM,LONDON,"[(54.729637, -5.392748), (54.729432, -5.392824), (54.729392, -5.392847), (54.729369, -5.392873), (54.729358, -5.392895), (54.729339, -5.392956), (54.729328, -5.393027), (54.729315, -5.393156), (54.72931, -5.393342), (54.729314, -5.393467), (54.729315, -5.393476), (54.729315, -5.393482), (54.729332, -5.393515), (54.729357, -5.393579), (54.729401, -5.393614), (54.729481, -5.393667), (54.729579, -5.393691), (54.729749, -5.393705)]"
20029,usrn22200771,KILDARE ROAD,Newham,NEWHAM,LONDON,"[(54.708923, -5.387957), (54.708941, -5.387959), (54.710246, -5.387928), (54.710255, -5.387929), (54.711649, -5.387905)]"
20030,usrn22200772,KIMBERLEY AVENUE,Newham,NEWHAM,LONDON,"[(54.727423, -5.368882), (54.727185, -5.367654), (54.726744, -5.365287), (54.726724, -5.365177)]"
20031,usrn22200786,KYLEMORE CLOSE,Newham,NEWHAM,LONDON,"[(54.72462, -5.365499), (54.724564, -5.365106), (54.724537, -5.364918), (54.72462, -5.365499), (54.72483, -5.365397), (54.724429, -5.365577), (54.72462, -5.365499)]"
20032,usrn22200791,LANGDON ROAD,Newham,NEWHAM,LONDON,"[(54.736869, -5.362833), (54.737114, -5.362744), (54.73751, -5.362708), (54.738027, -5.362661), (54.738277, -5.362639), (54.738277, -5.362639), (54.738952, -5.362601), (54.738277, -5.362639), (54.738268, -5.362296), (54.738255, -5.362232)]"
20033,usrn22200812,LING ROAD,Newham,NEWHAM,LONDON,"[(54.711699, -5.387102), (54.710259, -5.387121), (54.709594, -5.387128), (54.709459, -5.387132), (54.709387, -5.387126), (54.709361, -5.387109), (54.709353, -5.387077)]"
20034,usrn22200832,MAGDALENE GARDENS,Newham,NEWHAM,LONDON,"[(54.73577, -5.381637), (54.735767, -5.381746), (54.73578, -5.381902), (54.73589, -5.382471)]"
20035,usrn22200876,MYRTLE ROAD,Newham,NEWHAM,LONDON,"[(54.730367, -5.360895), (54.730431, -5.36087), (54.730596, -5.360773), (54.730633, -5.360751), (54.730829, -5.360636), (54.730934, -5.360585)]"
20036,usrn22200912,OAKES CLOSE,Newham,NEWHAM,LONDON,"[(54.733698, -5.400064), (54.733577, -5.399557), (54.733562, -5.399478)]"
20037,usrn22200916,OLD STREET,Newham,NEWHAM,LONDON,"[(54.717375, -5.367679), (54.717129, -5.368109), (54.717072, -5.368213), (54.716911, -5.368494)]"
20038,usrn22200917,OLIVE ROAD,Newham,NEWHAM,LONDON,"[(54.719181, -5.37676), (54.720398, -5.374718), (54.721492, -5.372898), (54.721708, -5.372543)]"
20039,usrn22200929,PACIFIC ROAD,Newham,NEWHAM,LONDON,"[(54.709359, -5.394221), (54.709299, -5.395085), (54.709239, -5.395935), (54.709225, -5.39612), (54.709196, -5.396506), (54.709179, -5.396815)]"
20040,usrn22200948,PEMBROKE ROAD,Newham,NEWHAM,LONDON,"[(54.732447, -5.389829), (54.732133, -5.389765), (54.731782, -5.389695), (54.731446, -5.389627), (54.731124, -5.389563)]"
20041,usrn22200957,PICKERING AVENUE,Newham,NEWHAM,LONDON,"[(54.737932, -5.372009), (54.737819, -5.372094), (54.738217, -5.373201), (54.737972, -5.372637), (54.737906, -5.372429), (54.737873, -5.372318), (54.737819, -5.372094), (54.737819, -5.372094), (54.737671, -5.372208)]"
20042,usrn22200959,PINTAIL CLOSE,Newham,NEWHAM,LONDON,"[(54.72725, -5.392393), (54.726955, -5.392337), (54.726831, -5.392269)]"
20043,usrn22200976,PULLEYNS AVENUE,Newham,NEWHAM,LONDON,"[(54.72921, -5.372437), (54.730329, -5.372638), (54.730489, -5.372683), (54.731411, -5.372853)]"
20044,usrn22200991,RAYMOND ROAD,Newham,NEWHAM,LONDON,"[(54.71913, -5.358209), (54.718863, -5.356836), (54.718555, -5.355288), (54.718524, -5.355129), (54.718516, -5.355083), (54.71842, -5.35464)]"
20045,usrn22201015,ROUTH STREET,Newham,NEWHAM,LONDON,"[(54.732939, -5.390569), (54.732956, -5.390617), (54.732962, -5.390726), (54.732916, -5.391437), (54.732882, -5.391963)]"
20046,usrn22201037,SCOULDING ROAD,Newham,NEWHAM,LONDON,"[(54.707143, -5.394067), (54.707259, -5.394076), (54.707322, -5.394066), (54.707395, -5.394041), (54.707414, -5.394012), (54.707442, -5.393983), (54.70747, -5.393923), (54.707538, -5.393742), (54.707576, -5.393684), (54.707623, -5.393625), (54.707696, -5.393569), (54.70775, -5.393574), (54.708108, -5.393635)]"
20047,usrn22201042,SELWYN ROAD,Newham,NEWHAM,LONDON,"[(54.712997, -5.357904), (54.713017, -5.358402), (54.71306, -5.359524), (54.713122, -5.361051), (54.713145, -5.361643)]"
20048,usrn22201049,SHELLEY AVENUE,Newham,NEWHAM,LONDON,"[(54.727208, -5.346061), (54.72899, -5.345384), (54.729348, -5.345284), (54.729365, -5.345278), (54.731264, -5.344733), (54.731328, -5.344723), (54.731998, -5.344529)]"
20049,usrn22201074,ST ALBANS AVENUE,Newham,NEWHAM,LONDON,"[(54.734613, -5.374424), (54.734645, -5.374877), (54.734662, -5.374925), (54.734806, -5.375233), (54.734907, -5.375474), (54.735821, -5.377524), (54.736185, -5.378347), (54.736558, -5.37917), (54.736738, -5.379577)]"
20050,usrn22201095,STAMFORD ROAD,Newham,NEWHAM,LONDON,"[(54.729545, -5.358139), (54.728304, -5.358782), (54.726896, -5.359492), (54.726663, -5.35961)]"
20051,usrn22201114,SUDBURY,Newham,NEWHAM,LONDON,"[(54.737408, -5.396335), (54.737247, -5.395684), (54.737199, -5.395478)]"
20052,usrn22201120,SUTTON COURT ROAD,Newham,NEWHAM,LONDON,"[(54.71799, -5.376272), (54.719018, -5.374542), (54.719678, -5.373431), (54.720565, -5.371951), (54.720788, -5.371571), (54.721103, -5.371033), (54.721301, -5.370692)]"
20053,usrn22201134,TEMPLE ROAD,Newham,NEWHAM,LONDON,"[(54.728304, -5.358782), (54.728148, -5.357915), (54.728109, -5.35771), (54.728062, -5.357442), (54.728048, -5.357316)]"
20054,usrn22201136,TERRACE ROAD,Newham,NEWHAM,LONDON,"[(54.711441, -5.362937), (54.711737, -5.36249), (54.711756, -5.36246), (54.711756, -5.362445), (54.71182, -5.362419), (54.712077, -5.36227), (54.712451, -5.362052), (54.712807, -5.361848), (54.713145, -5.361643), (54.713357, -5.361512), (54.713804, -5.361232), (54.713823, -5.361218), (54.713991, -5.361123), (54.714279, -5.360961), (54.714343, -5.36092)]"
20055,usrn22201154,TRIUMPH ROAD,Newham,NEWHAM,LONDON,"[(54.732735, -5.395621), (54.732671, -5.395643), (54.732625, -5.395701), (54.732615, -5.395732), (54.732605, -5.395737), (54.732594, -5.395839), (54.732569, -5.396347), (54.732568, -5.396367), (54.732552, -5.39669), (54.732631, -5.397069)]"
20056,usrn22201158,TUNNAN LEYS,Newham,NEWHAM,LONDON,"[(54.738816, -5.3965), (54.738091, -5.396361), (54.737599, -5.396273), (54.737554, -5.39627), (54.737445, -5.396307), (54.737408, -5.396335), (54.737372, -5.396348), (54.736885, -5.396711)]"
20057,usrn22201160,TWEEDMOUTH ROAD,Newham,NEWHAM,LONDON,"[(54.713383, -5.367658), (54.714932, -5.366932)]"
20058,usrn22201194,WARWALL,Newham,NEWHAM,LONDON,"[(54.73955, -5.398861), (54.739443, -5.398821), (54.739434, -5.398805), (54.739443, -5.39865), (54.739468, -5.398233), (54.739478, -5.398218), (54.739592, -5.398231), (54.73955, -5.398861), (54.739507, -5.399401), (54.739713, -5.395906), (54.739739, -5.395955), (54.739738, -5.396002), (54.739706, -5.396496), (54.739706, -5.396496), (54.739673, -5.397038), (54.739592, -5.398231), (54.739567, -5.39866), (54.73955, -5.398861), (54.739673, -5.397038), (54.739575, -5.396998), (54.739566, -5.396982), (54.739589, -5.396502), (54.739599, -5.396472), (54.739706, -5.396496), (54.739673, -5.397038), (54.739638, -5.397641), (54.739592, -5.398231)]"
20059,usrn22201201,WAVERLEY GARDENS,Newham,NEWHAM,LONDON,"[(54.728504, -5.392902), (54.72869, -5.39301), (54.728931, -5.393046), (54.728892, -5.393804), (54.728911, -5.393433), (54.728931, -5.393046), (54.728931, -5.393046), (54.72895, -5.39269), (54.728938, -5.392487), (54.728951, -5.39226), (54.728951, -5.39226), (54.728848, -5.392247), (54.729019, -5.392269), (54.728951, -5.39226)]"
20060,usrn22201202,WELBECK ROAD,Newham,NEWHAM,LONDON,"[(54.723205, -5.376271), (54.723317, -5.375473), (54.723319, -5.375396), (54.723313, -5.375286), (54.72313, -5.374106), (54.722858, -5.37225), (54.722869, -5.372205)]"
20061,usrn22201211,WESTPORT ROAD,Newham,NEWHAM,LONDON,"[(54.714246, -5.38413), (54.714216, -5.384206), (54.714185, -5.384374), (54.714178, -5.384948), (54.714174, -5.385087), (54.714164, -5.385118), (54.714086, -5.385981), (54.714076, -5.386027)]"
20062,usrn22201220,WIDGEON CLOSE,Newham,NEWHAM,LONDON,"[(54.712012, -5.397709), (54.712014, -5.396726), (54.712012, -5.397709), (54.711937, -5.397708), (54.712075, -5.39771), (54.712012, -5.397709)]"
20063,usrn22201229,WINTER AVENUE,Newham,NEWHAM,LONDON,"[(54.729538, -5.360068), (54.729847, -5.362164), (54.729858, -5.36227), (54.729853, -5.362319), (54.729809, -5.362359), (54.729378, -5.362538), (54.728432, -5.362926)]"
20064,usrn22201249,YARROW CRESCENT,Newham,NEWHAM,LONDON,"[(54.727366, -5.390181), (54.726973, -5.390118), (54.726743, -5.390081), (54.726558, -5.390052), (54.72614, -5.389985), (54.725863, -5.389931)]"
20065,usrn22201252,YOUNG ROAD,Newham,NEWHAM,LONDON,"[(54.718193, -5.39409), (54.718265, -5.394096), (54.718474, -5.394021), (54.718583, -5.393983), (54.718609, -5.393985), (54.718636, -5.393987), (54.718662, -5.39402), (54.718688, -5.394054), (54.718722, -5.394134), (54.718863, -5.395202), (54.718866, -5.395221), (54.718918, -5.395613), (54.71896, -5.39568)]"
20066,usrn22201314,BOLTON ROAD,Newham,NEWHAM,LONDON,"[(54.708137, -5.347703), (54.707941, -5.346647), (54.707572, -5.344722), (54.707555, -5.344674), (54.707538, -5.344641)]"
20067,usrn22201320,BRIDGE TERRACE,Newham,NEWHAM,LONDON,"[(54.697727, -5.35195), (54.697618, -5.352192), (54.697513, -5.352415), (54.697484, -5.352476), (54.697437, -5.352565), (54.697325, -5.352727)]"
20068,usrn22201347,CHOPWELL CLOSE,Newham,NEWHAM,LONDON,"[(54.6996, -5.351067), (54.699619, -5.351038), (54.69973, -5.350938), (54.699767, -5.350879), (54.699769, -5.350833), (54.699761, -5.350785), (54.699632, -5.350558), (54.699581, -5.350476), (54.699554, -5.350458), (54.699536, -5.350472), (54.699527, -5.350471), (54.699452, -5.350574), (54.699442, -5.350619), (54.699441, -5.35065), (54.699458, -5.350698), (54.6996, -5.351067), (54.699703, -5.351573), (54.699612, -5.351301), (54.699579, -5.351174), (54.69958, -5.351143), (54.699581, -5.351112), (54.699591, -5.351082), (54.6996, -5.351067)]"
20069,usrn22201373,DELL CLOSE,Newham,NEWHAM,LONDON,"[(54.699109, -5.356439), (54.699476, -5.356202), (54.699485, -5.356197)]"
20070,usrn22201387,EDWARD TEMME AVENUE,Newham,NEWHAM,LONDON,"[(54.705951, -5.351296), (54.705967, -5.351391), (54.705974, -5.351453), (54.705982, -5.351501), (54.705971, -5.351562), (54.705951, -5.351622), (54.705931, -5.351698), (54.705921, -5.351744), (54.705911, -5.35179), (54.705909, -5.351852), (54.705925, -5.3519), (54.705934, -5.351932), (54.705959, -5.35198), (54.705985, -5.352013), (54.706021, -5.352032), (54.70603, -5.352033), (54.706622, -5.352082)]"
20071,usrn22201398,FAIRLAND ROAD,Newham,NEWHAM,LONDON,"[(54.706554, -5.348039), (54.706388, -5.347202), (54.706295, -5.346682), (54.706254, -5.346508), (54.706082, -5.345593), (54.706067, -5.345498), (54.706076, -5.345468)]"
20072,usrn22201423,GIFT LANE,Newham,NEWHAM,LONDON,"[(54.704086, -5.355971), (54.704067, -5.356684)]"
20073,usrn22201427,GODFREY STREET,Newham,NEWHAM,LONDON,"[(54.693687, -5.360512), (54.693508, -5.360981), (54.693391, -5.361312), (54.693343, -5.361433)]"
20074,usrn22201450,HOLNESS ROAD,Newham,NEWHAM,LONDON,"[(54.705472, -5.347173), (54.70582, -5.346922), (54.705821, -5.346891), (54.705725, -5.346464), (54.705501, -5.345483)]"
20075,usrn22201463,JULIETTE ROAD,Newham,NEWHAM,LONDON,"[(54.708067, -5.366441), (54.7081, -5.366552), (54.708172, -5.366869), (54.708255, -5.367108), (54.708338, -5.367364), (54.708403, -5.367618), (54.708067, -5.366441), (54.708186, -5.366357), (54.708013, -5.366218), (54.708042, -5.366376), (54.708067, -5.366441)]"
20076,usrn22201467,KENNARD ROAD,Newham,NEWHAM,LONDON,"[(54.695288, -5.350511), (54.695316, -5.350559), (54.695334, -5.350575), (54.69561, -5.35066), (54.696029, -5.350798), (54.696181, -5.350847)]"
20077,usrn22201475,LADYWELL STREET,Newham,NEWHAM,LONDON,"[(54.705546, -5.360067), (54.705848, -5.360207), (54.705946, -5.360252)]"
20078,usrn22201480,LETT ROAD,Newham,NEWHAM,LONDON,"[(54.69591, -5.352843), (54.695972, -5.352857), (54.696321, -5.352939), (54.696494, -5.353186)]"
20079,usrn22201484,LIDDINGTON ROAD,Newham,NEWHAM,LONDON,"[(54.70614, -5.357772), (54.706348, -5.355133)]"
20080,usrn22201492,MAIDEN ROAD,Newham,NEWHAM,LONDON,"[(54.703445, -5.349273), (54.703455, -5.349227), (54.703383, -5.34888), (54.703328, -5.348611), (54.703226, -5.348059), (54.703195, -5.347901), (54.703132, -5.347586), (54.703106, -5.347446), (54.703099, -5.347346), (54.703104, -5.347288)]"
20081,usrn22201495,MALMESBURY TERRACE,Newham,NEWHAM,LONDON,"[(54.704741, -5.387193), (54.70483, -5.387398), (54.704827, -5.387476), (54.704827, -5.387491), (54.704706, -5.387652), (54.704001, -5.3884)]"
20082,usrn22201496,MANBEY GROVE,Newham,NEWHAM,LONDON,"[(54.700721, -5.341767), (54.700764, -5.341747), (54.700895, -5.34169), (54.70111, -5.341595), (54.701522, -5.341413), (54.702831, -5.340884)]"
20083,usrn22201501,MARCUS COURT,Newham,NEWHAM,LONDON,"[(54.704042, -5.357256), (54.703782, -5.357235)]"
20084,usrn22201504,MARRIOTT ROAD,Newham,NEWHAM,LONDON,"[(54.700277, -5.355261), (54.700357, -5.355206), (54.700277, -5.355261), (54.700283, -5.3553), (54.700282, -5.355346), (54.700272, -5.355392), (54.700253, -5.355422), (54.700235, -5.355436), (54.700127, -5.355353), (54.700046, -5.355418), (54.700127, -5.355353), (54.700121, -5.355318), (54.700122, -5.355287), (54.700132, -5.355241), (54.700151, -5.355211), (54.70017, -5.355182), (54.700235, -5.355436), (54.700207, -5.355449), (54.70018, -5.355447), (54.700163, -5.35543), (54.700137, -5.355397), (54.700129, -5.355365), (54.700127, -5.355353), (54.700235, -5.355436), (54.700287, -5.35572), (54.699976, -5.35439), (54.70017, -5.355182), (54.70017, -5.355182), (54.700197, -5.355169), (54.700224, -5.355171), (54.700242, -5.355188), (54.700268, -5.355221), (54.700276, -5.355253), (54.700277, -5.355261)]"
20085,usrn22201512,MAUD STREET,Newham,NEWHAM,LONDON,"[(54.704812, -5.390242), (54.705105, -5.38934)]"
20086,usrn22201529,MORTON ROAD,Newham,NEWHAM,LONDON,"[(54.705175, -5.353996), (54.704762, -5.353962), (54.704306, -5.353893)]"
20087,usrn22201530,MOXON CLOSE,Newham,NEWHAM,LONDON,"[(54.70661, -5.367748), (54.706351, -5.367028)]"
20088,usrn22201555,PLAISTOW GROVE,Newham,NEWHAM,LONDON,"[(54.705921, -5.357893), (54.705869, -5.358168), (54.705849, -5.358229), (54.705822, -5.358242), (54.705687, -5.358231), (54.705669, -5.358245), (54.705614, -5.358613), (54.705559, -5.35895), (54.705559, -5.358966), (54.705591, -5.359108), (54.705606, -5.359218), (54.705626, -5.359307), (54.705635, -5.359453), (54.705546, -5.360067), (54.705493, -5.36042), (54.705491, -5.360435), (54.70542, -5.360685), (54.705416, -5.360735)]"
20089,usrn22201568,RICHFORD ROAD,Newham,NEWHAM,LONDON,"[(54.705618, -5.35748), (54.705802, -5.355073)]"
20090,usrn22201590,SHEPPARD STREET,Newham,NEWHAM,LONDON,"[(54.706177, -5.379731), (54.70631, -5.382382), (54.706304, -5.382583)]"
20091,usrn22201591,SHIRLEY ROAD,Newham,NEWHAM,LONDON,"[(54.703328, -5.348611), (54.704307, -5.347993)]"
20092,usrn22201592,SHIRLEY STREET,Newham,NEWHAM,LONDON,"[(54.704727, -5.395868), (54.704805, -5.396635), (54.704861, -5.397168), (54.704911, -5.397638), (54.704925, -5.397779), (54.704847, -5.398331), (54.704735, -5.398887), (54.704657, -5.399014), (54.704536, -5.399175), (54.704478, -5.399242), (54.704461, -5.399261)]"
20093,usrn22201613,STREIMER ROAD,Newham,NEWHAM,LONDON,"[(54.694124, -5.364043), (54.694375, -5.364716), (54.69441, -5.364765), (54.694549, -5.364932), (54.694564, -5.364949), (54.694732, -5.365133), (54.694759, -5.365151)]"
20094,usrn22201632,TORRENS SQUARE,Newham,NEWHAM,LONDON,"[(54.704768, -5.34109), (54.704613, -5.341171), (54.704604, -5.34117), (54.704586, -5.341169), (54.704569, -5.341121), (54.704402, -5.340657), (54.704378, -5.340546), (54.704406, -5.340502), (54.704534, -5.340435), (54.704603, -5.340402), (54.704744, -5.340328), (54.704771, -5.34033), (54.704779, -5.340346), (54.704788, -5.340362), (54.704901, -5.340806), (54.704933, -5.340964), (54.704933, -5.34098), (54.704923, -5.34101), (54.704904, -5.341024), (54.704768, -5.34109)]"
20095,usrn22201648,VICARAGE ROAD,Newham,NEWHAM,LONDON,"[(54.704363, -5.348262), (54.70513, -5.347844), (54.705567, -5.347616), (54.706388, -5.347202)]"
20096,usrn22201658,WARWICK ROAD,Newham,NEWHAM,LONDON,"[(54.708643, -5.347605), (54.708493, -5.346832), (54.708461, -5.34669), (54.708391, -5.346311), (54.708014, -5.344324), (54.707796, -5.343198), (54.707661, -5.342462)]"
20097,usrn22201673,WILLIS ROAD,Newham,NEWHAM,LONDON,"[(54.705393, -5.361685), (54.705455, -5.361737), (54.705655, -5.361986), (54.706167, -5.362634)]"
20098,usrn22201705,STREATFEILD AVENUE,Newham,NEWHAM,LONDON,"[(54.73321, -5.362467), (54.733141, -5.361874), (54.732804, -5.358969)]"
20099,usrn22201761,DELIUS GROVE,Newham,NEWHAM,LONDON,"[(54.694847, -5.364014), (54.694997, -5.36383), (54.694847, -5.364014), (54.694789, -5.364098), (54.694651, -5.363754), (54.694966, -5.364485), (54.694912, -5.364151), (54.694847, -5.364014)]"
20100,usrn22201850,CONNAUGHT BRIDGE NORTH ROUNDABOUT,Newham,NEWHAM,LONDON,"[(54.722058, -5.403749), (54.722071, -5.40361), (54.722101, -5.403496), (54.722154, -5.403415), (54.722194, -5.403388), (54.722231, -5.40336), (54.722267, -5.403347), (54.722312, -5.403351), (54.722392, -5.403389), (54.722435, -5.403439), (54.72247, -5.403504), (54.722495, -5.403568), (54.722494, -5.403584), (54.722502, -5.403631), (54.722516, -5.403772), (54.722515, -5.403803), (54.722512, -5.403912), (54.722509, -5.404036), (54.722488, -5.404142), (54.722458, -5.404249), (54.722457, -5.404264), (54.72241, -5.404338), (54.722364, -5.404381), (54.722327, -5.404409), (54.722255, -5.404403), (54.722158, -5.404348), (54.722072, -5.404181), (54.722057, -5.404091), (54.722052, -5.404043), (54.722052, -5.403982), (54.722055, -5.403873), (54.722058, -5.403749)]"
20101,usrn22201908,ARTISAN CLOSE,Newham,NEWHAM,LONDON,"[(54.739184, -5.404135), (54.739182, -5.404281), (54.739449, -5.404287), (54.739184, -5.404135), (54.739207, -5.403811), (54.739048, -5.404126), (54.739184, -5.404135)]"
20102,usrn22201912,FOUNDER CLOSE,Newham,NEWHAM,LONDON,"[(54.740164, -5.402285), (54.740007, -5.402412), (54.739985, -5.402447), (54.739985, -5.402447), (54.739979, -5.402456), (54.739968, -5.402517), (54.739976, -5.40258), (54.740007, -5.402654), (54.740026, -5.402724), (54.740023, -5.403143), (54.739985, -5.402447), (54.739981, -5.402207)]"
20103,usrn22201930,TOM HOOD CLOSE,Newham,NEWHAM,LONDON,"[(54.699532, -5.337078), (54.699579, -5.337526), (54.699585, -5.337577), (54.699588, -5.337593), (54.699595, -5.337604), (54.699608, -5.337614), (54.69962, -5.337618), (54.699645, -5.337613), (54.699693, -5.337598)]"
20104,usrn22201957,SILVER BIRCH GARDENS,Newham,NEWHAM,LONDON,"[(54.73128, -5.385039), (54.731235, -5.384399), (54.73122, -5.384047), (54.731515, -5.383986)]"
20105,usrn22201959,SELBY CLOSE,Newham,NEWHAM,LONDON,"[(54.727458, -5.394681), (54.727263, -5.394636)]"
20106,usrn22201960,SCHOOL ROAD,Newham,NEWHAM,LONDON,"[(54.732935, -5.330569), (54.732959, -5.330491), (54.733262, -5.330323)]"
20107,usrn22202023,AMY WARNE CLOSE,Newham,NEWHAM,LONDON,"[(54.728825, -5.386858), (54.728866, -5.386391), (54.728825, -5.386858), (54.728737, -5.386828), (54.728813, -5.386992), (54.728825, -5.386858)]"
20108,usrn22202047,COMET CLOSE,Newham,NEWHAM,LONDON,"[(54.72554, -5.326644), (54.725566, -5.327019), (54.725566, -5.327019), (54.725023, -5.327146), (54.725566, -5.327019), (54.725602, -5.327675)]"
20109,usrn22202095,BARTON CLOSE,Newham,NEWHAM,LONDON,"[(54.73391, -5.397928), (54.733903, -5.398048), (54.733929, -5.398188), (54.733929, -5.398188), (54.733925, -5.39833), (54.73381, -5.398421)]"
20110,usrn22202098,CLAYTON CLOSE,Newham,NEWHAM,LONDON,"[(54.733511, -5.398197), (54.733603, -5.398568)]"
20111,usrn22202124,MANPREET COURT,Newham,NEWHAM,LONDON,"[(54.732182, -5.337994), (54.73212, -5.338088), (54.732038, -5.338131), (54.732024, -5.338239), (54.731949, -5.338274)]"
20112,usrn22202130,MONCRIEFF CLOSE,Newham,NEWHAM,LONDON,"[(54.727478, -5.397299), (54.727343, -5.397282), (54.727153, -5.397258)]"
20114,usrn22203396,ASHLIN ROAD,Newham,NEWHAM,LONDON,"[(54.699871, -5.329183), (54.699618, -5.329237), (54.699871, -5.329183), (54.699962, -5.330464), (54.699975, -5.330651), (54.699991, -5.331056), (54.699981, -5.331102), (54.700134, -5.32913), (54.699871, -5.329183)]"
20116,usrn22207587,JELLICOE ROAD,Newham,NEWHAM,LONDON,"[(54.711116, -5.382296), (54.711348, -5.381977), (54.711348, -5.381977), (54.711433, -5.382155), (54.711348, -5.381977), (54.711396, -5.381911)]"
20117,usrn22207591,ADDINGTON ROAD,Newham,NEWHAM,LONDON,"[(54.702044, -5.382834), (54.703096, -5.383807)]"
20118,usrn22207595,ALDEN AVENUE,Newham,NEWHAM,LONDON,"[(54.703493, -5.37634), (54.703485, -5.376619), (54.703469, -5.377208)]"
20119,usrn22207596,ALESTAN BECK ROAD,Newham,NEWHAM,LONDON,"[(54.723232, -5.394589), (54.723222, -5.394945), (54.72323, -5.394993), (54.72326, -5.395197), (54.723325, -5.395651), (54.723351, -5.395826)]"
20120,usrn22207613,BARWICK ROAD,Newham,NEWHAM,LONDON,"[(54.714965, -5.327657), (54.714961, -5.327159), (54.714878, -5.325926)]"
20121,usrn22207614,BATH ROAD,Newham,NEWHAM,LONDON,"[(54.724685, -5.344952), (54.724865, -5.345822)]"
20122,usrn22207648,CEMETERY ROAD,Newham,NEWHAM,LONDON,"[(54.706428, -5.331429), (54.706481, -5.331433), (54.706563, -5.331393), (54.706648, -5.331331), (54.706793, -5.331226), (54.706978, -5.331039), (54.707201, -5.330763), (54.70747, -5.330459), (54.707723, -5.330152), (54.708075, -5.329716), (54.708512, -5.329193), (54.708856, -5.328802), (54.709033, -5.328568)]"
20123,usrn22207650,CHARLES ROAD,Newham,NEWHAM,LONDON,"[(54.719583, -5.35194), (54.719647, -5.351906), (54.719984, -5.351725), (54.72002, -5.351728), (54.720038, -5.351745), (54.720046, -5.351761), (54.720262, -5.352742)]"
20124,usrn22207651,CHARLES STREET,Newham,NEWHAM,LONDON,"[(54.720223, -5.415088), (54.720221, -5.415008), (54.720221, -5.414967), (54.720223, -5.41489), (54.720269, -5.413505)]"
20125,usrn22207664,CLOVA ROAD,Newham,NEWHAM,LONDON,"[(54.712597, -5.337604), (54.711595, -5.338049), (54.710084, -5.338733), (54.709456, -5.339007), (54.708937, -5.339244), (54.708318, -5.339504), (54.707362, -5.339937)]"
20126,usrn22207671,CREDON ROAD,Newham,NEWHAM,LONDON,"[(54.719209, -5.36898), (54.719175, -5.368915), (54.718807, -5.368217), (54.718782, -5.368153), (54.718757, -5.368073), (54.718742, -5.367978), (54.718609, -5.367141), (54.718577, -5.36694), (54.718474, -5.366294), (54.718435, -5.366074), (54.718291, -5.36513), (54.718205, -5.364579), (54.718146, -5.364201), (54.718011, -5.363242)]"
20127,usrn22207677,CURWEN AVENUE,Newham,NEWHAM,LONDON,"[(54.714359, -5.327736), (54.713838, -5.327766)]"
20128,usrn22207680,DAVIS STREET,Newham,NEWHAM,LONDON,"[(54.716454, -5.369761), (54.71683, -5.36959), (54.717091, -5.369472), (54.717382, -5.369341)]"
20129,usrn22207681,DE QUINCEY MEWS,Newham,NEWHAM,LONDON,"[(54.710204, -5.411028), (54.71021, -5.41083), (54.710223, -5.410215)]"
20130,usrn22207699,EMERALD CLOSE,Newham,NEWHAM,LONDON,"[(54.725267, -5.399933), (54.725296, -5.399888), (54.725369, -5.399832), (54.725514, -5.399813), (54.725558, -5.399833), (54.725593, -5.399867), (54.725637, -5.399917), (54.725678, -5.400029), (54.725711, -5.400141), (54.72572, -5.400157), (54.725722, -5.400158), (54.725888, -5.400249), (54.725914, -5.400266), (54.725932, -5.400283), (54.725948, -5.400347), (54.725987, -5.400552), (54.725165, -5.399753), (54.725233, -5.399883), (54.725267, -5.399933), (54.725244, -5.400457), (54.725237, -5.400365), (54.725239, -5.400288), (54.725257, -5.399978), (54.725267, -5.399933)]"
